Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(5),Chrome 131.0.0.0,,,27-11-2024 17:26:01,27-11-2024 17:26:06,5.015s,PASSED
Start tear down : tearDownTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:06,27-11-2024 17:26:07,0.205s,PASSED
,,,,,,,
Test Cases/COOLMATE-001/TC002-Login with invalid username,Chrome 131.0.0.0,Login to the Coolmate Page with invalid username,S001; TS001-Login; Login Form,27-11-2024 17:26:07,27-11-2024 17:26:26,19.171s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:07,27-11-2024 17:26:07,0.001s,PASSED
Start setup action : setupTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:07,27-11-2024 17:26:10,3.326s,PASSED
"""=========================Login to the Coolmate Page with invalid username========================""",Chrome 131.0.0.0,,,27-11-2024 17:26:10,27-11-2024 17:26:10,0.001s,PASSED
delay(5),Chrome 131.0.0.0,Wait for elements to load before interaction,,27-11-2024 17:26:10,27-11-2024 17:26:15,5.012s,PASSED
"click(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,,,27-11-2024 17:26:15,27-11-2024 17:26:15,0.073s,PASSED
delay(3),Chrome 131.0.0.0,Enter login credentials with invalid username,,27-11-2024 17:26:15,27-11-2024 17:26:18,3.008s,PASSED
"sendKeys(findTestObject(""Object Repository/common/div/div_id_with_input_name"", [""id"":""app"", ""name"":""username""]), username_bao + ""Wrong Text"")",Chrome 131.0.0.0,,,27-11-2024 17:26:18,27-11-2024 17:26:18,0.074s,PASSED
delay(3),Chrome 131.0.0.0,,,27-11-2024 17:26:18,27-11-2024 17:26:21,3.003s,PASSED
"setEncryptedText(findTestObject(""Object Repository/common/div/div_id_with_input_name"", [""id"":""app"", ""name"":""password""]), password_bao)",Chrome 131.0.0.0,,,27-11-2024 17:26:21,27-11-2024 17:26:21,0.092s,PASSED
"common.UtilKeyword.takeScreenShot(""invalid_username_login"")",Chrome 131.0.0.0,,,27-11-2024 17:26:21,27-11-2024 17:26:21,0.248s,PASSED
delay(3),Chrome 131.0.0.0,Click login button and wait for page load,,27-11-2024 17:26:21,27-11-2024 17:26:24,3.013s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""login-btn""]))",Chrome 131.0.0.0,,,27-11-2024 17:26:24,27-11-2024 17:26:25,0.056s,PASSED
waitForPageLoad(10),Chrome 131.0.0.0,,,27-11-2024 17:26:25,27-11-2024 17:26:25,0.007s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/div/div_class"", [""class"":""login-error""]), 10))",Chrome 131.0.0.0,Verify error message,,27-11-2024 17:26:25,27-11-2024 17:26:26,0.994s,PASSED
Start tear down : tearDownTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:26,27-11-2024 17:26:26,0.183s,PASSED
,,,,,,,
Test Cases/COOLMATE-001/TC003-Login with invalid password,Chrome 131.0.0.0,Login to the Coolmate Page with invalid password,S001; TS001-Login; Login Form,27-11-2024 17:26:26,27-11-2024 17:26:45,19.080s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:26,27-11-2024 17:26:26,0.001s,PASSED
Start setup action : setupTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:26,27-11-2024 17:26:29,3.143s,PASSED
"""=======================Login to the Coolmate Page with invalid password=============================""",Chrome 131.0.0.0,,,27-11-2024 17:26:29,27-11-2024 17:26:29,0.001s,PASSED
delay(5),Chrome 131.0.0.0,Wait for elements to load before interaction,,27-11-2024 17:26:29,27-11-2024 17:26:34,5.012s,PASSED
"click(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,,,27-11-2024 17:26:34,27-11-2024 17:26:34,0.076s,PASSED
delay(3),Chrome 131.0.0.0,Enter login credentials invalid password,,27-11-2024 17:26:34,27-11-2024 17:26:37,3.005s,PASSED
"sendKeys(findTestObject(""Object Repository/common/div/div_id_with_input_name"", [""id"":""app"", ""name"":""username""]), username_bao)",Chrome 131.0.0.0,,,27-11-2024 17:26:37,27-11-2024 17:26:37,0.079s,PASSED
delay(3),Chrome 131.0.0.0,,,27-11-2024 17:26:37,27-11-2024 17:26:40,3.005s,PASSED
"setEncryptedText(findTestObject(""Object Repository/common/div/div_id_with_input_name"", [""id"":""app"", ""name"":""password""]), ""YsqIKzHWQwYX7jcwa8U8RQ=="")",Chrome 131.0.0.0,,,27-11-2024 17:26:40,27-11-2024 17:26:40,0.072s,PASSED
"common.UtilKeyword.takeScreenShot(""invalid_password_login"")",Chrome 131.0.0.0,,,27-11-2024 17:26:40,27-11-2024 17:26:40,0.260s,PASSED
delay(3),Chrome 131.0.0.0,Click login button and wait for page load,,27-11-2024 17:26:40,27-11-2024 17:26:43,3.004s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""login-btn""]))",Chrome 131.0.0.0,,,27-11-2024 17:26:43,27-11-2024 17:26:44,0.055s,PASSED
waitForPageLoad(10),Chrome 131.0.0.0,,,27-11-2024 17:26:44,27-11-2024 17:26:44,0.007s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/div/div_class"", [""class"":""login-error""]), 10))",Chrome 131.0.0.0,Verify error message,,27-11-2024 17:26:44,27-11-2024 17:26:45,1.106s,PASSED
Start tear down : tearDownTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:45,27-11-2024 17:26:45,0.165s,PASSED
,,,,,,,
Test Cases/COOLMATE-001/TC004-Login with empty username,Chrome 131.0.0.0,Login to the Coolmate Page with empty username,S001; TS001-Login; Login Form,27-11-2024 17:26:45,27-11-2024 17:27:01,16.394s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:45,27-11-2024 17:26:45,0.001s,PASSED
Start setup action : setupTestCase,Chrome 131.0.0.0,,,27-11-2024 17:26:45,27-11-2024 17:26:49,4.094s,PASSED
"""==========================Login to the Coolmate Page with enpty username=============================""",Chrome 131.0.0.0,,,27-11-2024 17:26:49,27-11-2024 17:26:49,0.001s,PASSED
delay(5),Chrome 131.0.0.0,Wait for elements to load before interaction,,27-11-2024 17:26:49,27-11-2024 17:26:54,5.015s,PASSED
"click(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,,,27-11-2024 17:26:54,27-11-2024 17:26:54,0.085s,PASSED
delay(3),Chrome 131.0.0.0,Enter login credentials with empty username,,27-11-2024 17:26:54,27-11-2024 17:26:57,3.007s,PASSED
"setEncryptedText(findTestObject(""Object Repository/common/div/div_id_with_input_name"", [""id"":""app"", ""name"":""password""]), password_bao)",Chrome 131.0.0.0,,,27-11-2024 17:26:57,27-11-2024 17:26:57,0.074s,PASSED
"common.UtilKeyword.takeScreenShot(""empty_username_login"")",Chrome 131.0.0.0,,,27-11-2024 17:26:57,27-11-2024 17:26:57,0.279s,PASSED
delay(3),Chrome 131.0.0.0,Click login button and wait for page load,,27-11-2024 17:26:57,27-11-2024 17:27:00,3.015s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""login-btn""]))",Chrome 131.0.0.0,,,27-11-2024 17:27:00,27-11-2024 17:27:01,0.064s,PASSED
waitForPageLoad(10),Chrome 131.0.0.0,,,27-11-2024 17:27:01,27-11-2024 17:27:01,0.010s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/span/span_class"", [""class"":""error-text""]), 10))",Chrome 131.0.0.0,Verify error message,,27-11-2024 17:27:01,27-11-2024 17:27:01,0.481s,PASSED
Start tear down : tearDownTestCase,Chrome 131.0.0.0,,,27-11-2024 17:27:01,27-11-2024 17:27:01,0.201s,PASSED
,,,,,,,
Test Cases/COOLMATE-001/TC005-Login with empty password,Chrome 131.0.0.0,Login to the Coolmate Page with empty password,S001; TS001-Login; Login Form,27-11-2024 17:27:01,27-11-2024 17:27:18,16.796s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,27-11-2024 17:27:01,27-11-2024 17:27:01,0.001s,PASSED
Start setup action : setupTestCase,Chrome 131.0.0.0,,,27-11-2024 17:27:01,27-11-2024 17:27:06,4.547s,PASSED
"""=======================Login to the Coolmate Page with empty password==========================""",Chrome 131.0.0.0,,,27-11-2024 17:27:06,27-11-2024 17:27:06,0.000s,PASSED
delay(5),Chrome 131.0.0.0,Wait for elements to load before interaction,,27-11-2024 17:27:06,27-11-2024 17:27:11,5.017s,PASSED
"click(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,,,27-11-2024 17:27:11,27-11-2024 17:27:11,0.076s,PASSED
delay(3),Chrome 131.0.0.0,Enter login credentials with empty password,,27-11-2024 17:27:11,27-11-2024 17:27:14,3.015s,PASSED
"sendKeys(findTestObject(""Object Repository/common/div/div_id_with_input_name"", [""id"":""app"", ""name"":""username""]), username_bao)",Chrome 131.0.0.0,,,27-11-2024 17:27:14,27-11-2024 17:27:14,0.073s,PASSED
"common.UtilKeyword.takeScreenShot(""empty_password_login"")",Chrome 131.0.0.0,,,27-11-2024 17:27:14,27-11-2024 17:27:14,0.254s,PASSED
delay(3),Chrome 131.0.0.0,Click login button and wait for page load,,27-11-2024 17:27:14,27-11-2024 17:27:17,3.011s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""login-btn""]))",Chrome 131.0.0.0,,,27-11-2024 17:27:17,27-11-2024 17:27:17,0.060s,PASSED
waitForPageLoad(10),Chrome 131.0.0.0,,,27-11-2024 17:27:17,27-11-2024 17:27:17,0.007s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/span/span_class"", [""class"":""error-text""]), 10))",Chrome 131.0.0.0,Handle error message,,27-11-2024 17:27:17,27-11-2024 17:27:18,0.494s,PASSED
Start tear down : tearDownTestCase,Chrome 131.0.0.0,,,27-11-2024 17:27:18,27-11-2024 17:27:18,0.179s,PASSED
